gh_user_id,github_login,html_url,full_name,bio,public_repos,following
77750099,docs-bot,https://api.github.com/users/docs-bot,docs-bot,I'm a bot used by the GitHub @docs team.,0,0
61434887,trilom-bot,https://api.github.com/users/trilom-bot,Trilom-bot,,0,0
74266207,bcsnyk,https://api.github.com/users/bcsnyk,bcsnyk-bot,,0,0
99131336,choochoo-bot,https://api.github.com/users/choochoo-bot,choochoo-bot,I'm a bot for the choochoo checklist tool ,0,0
23086274,fsaragoca-bot,https://api.github.com/users/fsaragoca-bot,fsaragoca-bot,I work for @fsaragoca,0,0
15323327,marmelab-bot,https://api.github.com/users/marmelab-bot,marmelab-bot,,0,0
82406273,mlx-bot,https://api.github.com/users/mlx-bot,mlx-bot,I am your friendly Machine Learning Exchange bot,0,0
69964333,kaskadi-bot,https://api.github.com/users/kaskadi-bot,kaskadi-bot,I am a bot for Klimapartner GmbH,0,0
92159579,updatecli-bot,https://api.github.com/users/updatecli-bot,updatecli-bot,I am a kind bot,0,0
102786992,forkmain-bot,https://api.github.com/users/forkmain-bot,h8r-bot,,0,0
34990215,clarity-bot-admin,https://api.github.com/users/clarity-bot-admin,admin-clarity-bot,,0,2
108789643,matrix-meow,https://api.github.com/users/matrix-meow,mo-bot,"I run your tests, add your labels, merge your code and triage your issue. Please do not hesitate to contact @sukki37 if I appear to be misbehaving. ",0,0
10455113,dat-bot,https://api.github.com/users/dat-bot,dat-bot,@datproject bot for IRC and other bot things.,0,0
103222263,eks-anywhere-brew-pr-bot,https://api.github.com/users/eks-anywhere-brew-pr-bot,eks-anywhere-brew-pr-bot,,0,0
63535504,sgrep-live-bot,https://api.github.com/users/sgrep-live-bot,sgrep.live-bot,,0,0
101582488,inde14-bot,https://api.github.com/users/inde14-bot,inde14-bot,,0,0
51455626,matsworld,https://api.github.com/users/matsworld,matsworld-bot,,0,1
68636793,abstracter-bot,https://api.github.com/users/abstracter-bot,abstracter-bot,"
    
",0,0
59186673,ftf-bot,https://api.github.com/users/ftf-bot,ftf-bot,,0,0
34545854,bbvalabs-bot,https://api.github.com/users/bbvalabs-bot,bbvalabs-bot,,0,1
100847228,rtosholdings-bot,https://api.github.com/users/rtosholdings-bot,rtosholdings-bot,,0,0
27287702,fpoussin-bot,https://api.github.com/users/fpoussin-bot,Jenkins-bot,@fpoussin,0,0
89671168,gt-scheduler-bot,https://api.github.com/users/gt-scheduler-bot,gt-scheduler-bot,Automation bot for @gt-scheduler,0,0
77698477,whizus-bot,https://api.github.com/users/whizus-bot,whizus-bot,"I'm Bot!
And I'm doing great!",0,0
57343711,pnda-bot,https://api.github.com/users/pnda-bot,pnda-bot,,0,0
36384445,pralor-bot,https://api.github.com/users/pralor-bot,Pralor-bot,I'm a bot.,0,0
53327698,dao-robot,https://api.github.com/users/dao-robot,dao-bot,container,0,1
80487091,veu-bot,https://api.github.com/users/veu-bot,veu-bot,Hi! I'm your [robot-friend]. Bip blop!,0,1
32451285,datavisyn-bot,https://api.github.com/users/datavisyn-bot,datavisyn-bot,,0,0
35139041,levibostian-oss-bot,https://api.github.com/users/levibostian-oss-bot,levibostian-oss-bot,I am bot to OSS repos of @levibostian,0,0
56909123,nugulinux-bot,https://api.github.com/users/nugulinux-bot,nugulinux-bot,,0,0
27998899,vscjavaci,https://api.github.com/users/vscjavaci,vscjava-bot,,0,0
46076627,jenkins-timeline-bot,https://api.github.com/users/jenkins-timeline-bot,jenkins-timeline-bot,github.com/tophat/jenkins-timeline-plugin,0,0
92071573,unicorn-aio,https://api.github.com/users/unicorn-aio,unicorn-bot,,0,0
67074053,syndikos-bot,https://api.github.com/users/syndikos-bot,syndikos-bot,,0,0
73049915,shuzhouliu-bot,https://api.github.com/users/shuzhouliu-bot,shuzhouliu-bot,@shuzhouliu's bot.,0,0
39147110,linuxsuren-bot,https://api.github.com/users/linuxsuren-bot,LinuxSuRen-bot,,0,3
72647748,swablab-bot,https://api.github.com/users/swablab-bot,swablab-bot,,0,0
103842184,arifer612-bot,https://api.github.com/users/arifer612-bot,arifer612-bot,Beep boop. Boop Beep.,0,0
20233415,greenkeeper-keeper-bot,https://api.github.com/users/greenkeeper-keeper-bot,greenkeeper-keeper-bot,,0,0
16895282,interactive-bonnier,https://api.github.com/users/interactive-bonnier,interactive-bot,,0,0
46540222,va-cms-bot,https://api.github.com/users/va-cms-bot,va-cms-bot,Working 24/7 for www.va.gov. ,0,0
8302629,openshift-ops-bot,https://api.github.com/users/openshift-ops-bot,openshift-ops-bot,,0,0
83837137,pickup-bot,https://api.github.com/users/pickup-bot,pickup-bot,Out here doin' bot stuff.,0,0
19645246,Sen-dev-bot,https://api.github.com/users/Sen-dev-bot,Sen-dev-bot,,0,1
57046835,mattsb42-bot,https://api.github.com/users/mattsb42-bot,mattsb42-bot,I am a bot for @mattsb42,0,0
78538648,ontresearch,https://api.github.com/users/ontresearch,ontresearch-bot,,0,0
93173478,bkjob-bot,https://api.github.com/users/bkjob-bot,bkjob-bot,,0,0
23087754,callisto-bot,https://api.github.com/users/callisto-bot,callisto-bot,"bot account for @project-callisto dev tasks, contact tech@projectcallisto.org if I'm misbehaving",0,2
76102907,meli-release-bot,https://api.github.com/users/meli-release-bot,meli-release-bot,"I am a bot handling releases on Meli, an open source platform for deploying static sites and frontend applications.",0,0
34404134,javadreamteam-bot,https://api.github.com/users/javadreamteam-bot,javadreamteam-bot,"I'm doing all dirty job including CI, CD and sending notifications.",0,0
111736690,carina-ci-bot,https://api.github.com/users/carina-ci-bot,carina-ci-bot,,0,0
105068294,xjkun1,https://api.github.com/users/xjkun1,Cantonese-bot,"If you are interested in the Cantonese programming language, Welcome to join us!",0,996
84901355,soramitsukhmer-bot,https://api.github.com/users/soramitsukhmer-bot,soramitsukhmer-bot,Hi! I'm your [robot-friend]. Bip blop!,0,40
1855799,node-migrator-bot,https://api.github.com/users/node-migrator-bot,node-migrator-bot,,0,0
87880947,Unknown404-bot,https://api.github.com/users/Unknown404-bot,Unknown404-bot,,0,31
73230429,zhule-bot,https://api.github.com/users/zhule-bot,zhule-bot,nice to meet you,0,29
33298198,github-trending-repos-bot,https://api.github.com/users/github-trending-repos-bot,github-trending-repos-bot,,0,0
35776828,gyuho-bot,https://api.github.com/users/gyuho-bot,gyuho-bot,Bot for @gyuho,0,1
46411034,all-contributors-release-bot,https://api.github.com/users/all-contributors-release-bot,all-contributors-release-bot,github.com/all-contributors,0,0
44388534,ubie-bot,https://api.github.com/users/ubie-bot,ubie-bot,,0,9
10436976,dy-bot,https://api.github.com/users/dy-bot,dy-bot,,0,8
50977354,mycrypto-bot,https://api.github.com/users/mycrypto-bot,mycrypto-bot,,0,0
24865570,archalaxy-bot,https://api.github.com/users/archalaxy-bot,archalaxy-bot,@archalaxy,0,4
70261967,ica0002-bot,https://api.github.com/users/ica0002-bot,ica0002-bot,,0,0
2129073,yopeso-ci-bot,https://api.github.com/users/yopeso-ci-bot,YOPESO-CI-bot,,0,0
22930508,mxstbr-bot,https://api.github.com/users/mxstbr-bot,mxstbr-bot,"Beep bop, I'm a bot. I make sure nobody messes with @mxstbr's open source projects. (e.g. @styled-components)",0,1
43363509,nus-se-bot,https://api.github.com/users/nus-se-bot,nus-se-bot,NUS SE Bot (used by SE modules of NUS SoC),0,0
31137859,iview-bot,https://api.github.com/users/iview-bot,iView-bot,iView robot.,0,0
91331657,devcl-bot,https://api.github.com/users/devcl-bot,devcl-bot,"i'm a bot, if you need more info, please contact my creator @cfuentea",0,1
109934566,kenda-bot,https://api.github.com/users/kenda-bot,kenda-bot,,0,5
69104346,jfan6,https://api.github.com/users/jfan6,jfan-ci-bot,,0,5
62541401,guojohnny-bot,https://api.github.com/users/guojohnny-bot,guojohnny-bot,,0,4
5235313,blinxguna,https://api.github.com/users/blinxguna,Seco-bot,,0,3
61887150,mxnet-bot,https://api.github.com/users/mxnet-bot,mxnet-bot,MXNet CI Bot,0,0
24871044,susi-gh-bot,https://api.github.com/users/susi-gh-bot,susi-gh-bot,A bot created by @Abhi2424shek to manage the FOSSASIA susi_server project's gh-pages branch.,0,0
114893900,sungbinland-bot,https://api.github.com/users/sungbinland-bot,sungbinland-bot,Bot account used to automate the SungbinLand project,0,2
61543163,UserZY-bot,https://api.github.com/users/UserZY-bot,UserZY-bot,,0,3
24395953,paas-bot,https://api.github.com/users/paas-bot,paas-bot,,0,0
17493355,walla-mention-bot,https://api.github.com/users/walla-mention-bot,walla-mention-bot,,0,0
75603255,tidbcloud-bot,https://api.github.com/users/tidbcloud-bot,tidbcloud-bot,,0,0
106573838,m149-bot,https://api.github.com/users/m149-bot,m149-bot,Service account for M149,0,2
65298467,javik-bot,https://api.github.com/users/javik-bot,Javik-bot,,0,3
7167814,pd-bot,https://api.github.com/users/pd-bot,pd-bot,,0,1
7972949,hidetarou2013-bot,https://api.github.com/users/hidetarou2013-bot,hidetarou2013-bot,,0,1
69059094,valid-bot,https://api.github.com/users/valid-bot,valid-bot,,0,1
106058831,yesdot-devops-bot,https://api.github.com/users/yesdot-devops-bot,yesodot-devops-bot,bip bop automation,0,2
41370133,davidjangkrik,https://api.github.com/users/davidjangkrik,d-vid/xxx/trial-bot,,0,1
110471115,moezenka-bot,https://api.github.com/users/moezenka-bot,Moezenka-bot,,0,1
93339932,nerdware-bot,https://api.github.com/users/nerdware-bot,nerdware-bot,"*BEEP*BOOP* I'm an automation bot for Nerdware. In my spare time, I also pass the butter.",0,1
63842272,corfucinas-blog-bot,https://api.github.com/users/corfucinas-blog-bot,Just-a-bot,beep boop beep,0,1
46568901,kiwigrid-ci-bot,https://api.github.com/users/kiwigrid-ci-bot,kiwigrid-ci-bot,,0,0
83265859,freshrelease-bot,https://api.github.com/users/freshrelease-bot,freshrelease-bot,,0,0
97961304,npm-update-package-bot,https://api.github.com/users/npm-update-package-bot,npm-update-package-bot,,0,1
105410102,grip-ci-bot,https://api.github.com/users/grip-ci-bot,grip-ci-bot,Hello I'm CI bot for Grip!,0,1
104012072,cityssm-bot,https://api.github.com/users/cityssm-bot,cityssm-bot,,0,0
80524862,srvcspinnakerax,https://api.github.com/users/srvcspinnakerax,spinnaker-bot,,0,0
302797,sqagit,https://api.github.com/users/sqagit,Medidata-bot,,0,0
8432206,HoldenEasley,https://api.github.com/users/HoldenEasley,holden-jenkins-bot,,0,0
24793924,devholic-bot,https://api.github.com/users/devholic-bot,devholic-bot,build bot,0,1
90033057,jing1felix,https://api.github.com/users/jing1felix,felix-bot,,0,1
11382340,kikunota-bot,https://api.github.com/users/kikunota-bot,kikunota-bot,,0,2
